"stop_id","pid","resultkey","result","code","resulttext"
"4809","1","2","Warning (verbal or written)","48119","136.1(B)(2) PC - ATT STOP VIC/ETC:PROSCUTE (F) 48119"
"4810","1","3","Citation for infraction","23099","484(A) PC - THEFT (M) 23099"
"4811","1","6","Custodial Arrest without warrant","64006","647(F) PC - DISRD CONDUCT:DRUG W/ALC (M) 64006"
"4812","1","10","Psychiatric hold","",""
"4813","1","2","Warning (verbal or written)","54398","21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398"
"4814","1","3","Citation for infraction","54563","12814.6(B)(1)(B) VC - PROV LIC:NO PASNGR -20YRS (I) 54563"
"4815","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4816","1","2","Warning (verbal or written)","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"4817","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4817","2","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4817","3","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4818","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4819","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4819","2","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4820","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4821","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4822","1","2","Warning (verbal or written)","54649","24603(D) VC - STOPLAMPS:VEH 2 REQUIRED (I) 54649"
"4823","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4824","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"4825","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4826","1","4","In-field cite and release","23103","488/666 PC - PET THFT W/PR PT/GT BURG/ (F) 23103"
"4827","1","3","Citation for infraction","54114","21801(A) VC - FT/YIELD BE4 LEFT/U-TURN (I) 54114"
"4828","1","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4828","1","7","Field interview card completed","",""
"4828","2","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"4828","2","7","Field interview card completed","",""
"4828","3","7","Field interview card completed","",""
"4828","3","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4829","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4830","1","2","Warning (verbal or written)","32139","602(L)(1) PC - TRESP REF LEAVE BY ORDER (M) 32139"
"4831","1","2","Warning (verbal or written)","32093","602(I) PC - TRESPASS:DESTROY FENCE (M) 32093"
"4831","1","7","Field interview card completed","",""
"4832","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4833","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4834","1","2","Warning (verbal or written)","66424","24600(B) VC - TAILLAMP VIOL 2 LIGHTS (I) 66424"
"4835","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"4836","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4837","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"4838","1","6","Custodial Arrest without warrant","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"4839","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4840","1","7","Field interview card completed","",""
"4841","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"4842","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4842","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4843","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4844","1","3","Citation for infraction","54220","22100(A) VC - IMPROPER RIGHT HAND TURN (I) 54220"
"4845","1","3","Citation for infraction","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4846","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4846","1","3","Citation for infraction","54113","12500(B) VC - OPR M/CYCLE W/O PROPR LIC (I) 54113"
"4847","1","8","Noncriminal transport or caretaking transport","",""
"4847","1","10","Psychiatric hold","",""
"4848","1","3","Citation for infraction","54372","21453(B) VC - TURN ONTO ONEWAY AT RED (I) 54372"
"4849","1","6","Custodial Arrest without warrant","50106","166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106"
"4850","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4851","1","7","Field interview card completed","",""
"4852","1","7","Field interview card completed","",""
"4853","1","10","Psychiatric hold","",""
"4854","1","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"4854","2","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"4854","3","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"4855","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4856","1","6","Custodial Arrest without warrant","12004","211 PC - ROBBERY (F) 12004"
"4857","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4858","1","4","In-field cite and release","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"4858","1","4","In-field cite and release","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"4858","2","4","In-field cite and release","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"4858","2","4","In-field cite and release","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"4859","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4860","1","3","Citation for infraction","66942","21460 VC - CROSS DBL SOLID WHI LINE (I) 66942"
"4861","1","2","Warning (verbal or written)","66270","21758 VC - UNSAFE PASSING ON GRADES (I) 66270"
"4862","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4862","1","7","Field interview card completed","",""
"4863","1","2","Warning (verbal or written)","54556","38314 VC - UNSAFE TURNING MOVEMENT (I) 54556"
"4864","1","8","Noncriminal transport or caretaking transport","",""
"4864","2","8","Noncriminal transport or caretaking transport","",""
"4865","1","2","Warning (verbal or written)","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985"
"4866","1","2","Warning (verbal or written)","32139","602(L)(1) PC - TRESP REF LEAVE BY ORDER (M) 32139"
"4867","1","2","Warning (verbal or written)","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136"
"4868","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"4869","1","7","Field interview card completed","",""
"4869","2","7","Field interview card completed","",""
"4869","3","7","Field interview card completed","",""
"4869","4","7","Field interview card completed","",""
"4869","5","7","Field interview card completed","",""
"4870","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"4871","1","2","Warning (verbal or written)","54180","21754 VC - VEH:UNLAWFUL PASS RIGHT (I) 54180"
"4872","1","2","Warning (verbal or written)","53154","647(C) PC - BEGGING/SOLICIT ALMS (M) 53154"
"4873","1","1","None","",""
"4874","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4875","1","6","Custodial Arrest without warrant","50075","3056 PC - VIOLATION OF PAROLE:FEL (F) 50075"
"4875","2","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"4875","3","2","Warning (verbal or written)","54234","5201(A) VC - LICENS PLATE POSITION VIO (I) 54234"
"4875","4","2","Warning (verbal or written)","54234","5201(A) VC - LICENS PLATE POSITION VIO (I) 54234"
"4876","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"4877","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4878","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4879","1","3","Citation for infraction","54338","4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338"
"4880","1","6","Custodial Arrest without warrant","24054","10851(A) VC - VEHICLE THEFT (F) 24054"
"4881","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4882","1","3","Citation for infraction","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"4883","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4884","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4885","1","7","Field interview card completed","",""
"4886","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4887","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"4888","1","3","Citation for infraction","54397","21460.5(C) VC - DRIVE 2WAY LEFT TURN LANE (I) 54397"
"4889","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4890","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4890","2","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4890","3","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4891","1","6","Custodial Arrest without warrant","12004","211 PC - ROBBERY (F) 12004"
"4892","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4893","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4894","1","3","Citation for infraction","54212","22348(B) VC - DRIVE IN EXCESS 100 MPH (I) 54212"
"4895","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4896","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4897","1","2","Warning (verbal or written)","66995","38312 VC - UNSAFE MOVEMENT OF VEH (I) 66995"
"4898","1","2","Warning (verbal or written)","13106","246 PC - SHOOT:INHAB DWELL/VEH/ETC (F) 13106"
"4899","1","2","Warning (verbal or written)","66267","21756(B) VC - UNSF PASSING STRTCR INTER (I) 66267"
"4900","1","8","Noncriminal transport or caretaking transport","",""
"4900","1","10","Psychiatric hold","",""
"4901","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4902","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4903","1","7","Field interview card completed","",""
"4904","1","7","Field interview card completed","",""
"4905","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4906","1","2","Warning (verbal or written)","66288","22112(C) VC - FAIL BUS STOP SIGN USE (I) 66288"
"4907","1","3","Citation for infraction","66521","26101(B) VC - USE EQUIP MOD VEH DVC (I) 66521"
"4908","1","7","Field interview card completed","",""
"4908","2","7","Field interview card completed","",""
"4908","3","7","Field interview card completed","",""
"4909","1","3","Citation for infraction","54626","21201(A) VC - OPR BIKE W/O BRAKES (I) 54626"
"4910","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4911","1","10","Psychiatric hold","",""
"4912","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4912","1","7","Field interview card completed","",""
"4913","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4914","1","2","Warning (verbal or written)","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102"
"4915","1","2","Warning (verbal or written)","54606","27803(A) VC - DRV/PASS WEAR APRV HELMET (I) 54606"
"4916","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4917","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4918","1","2","Warning (verbal or written)","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4919","1","6","Custodial Arrest without warrant","29143","594(B)(1) PC - VANDALISM $400 OR MORE (F) 29143"
"4919","1","6","Custodial Arrest without warrant","22012","466 PC - POSSESS BURGLARY TOOLS (M) 22012"
"4920","1","6","Custodial Arrest without warrant","54107","12500(A) VC - DRIVE W/O LICENSE (M) 54107"
"4921","1","2","Warning (verbal or written)","66978","26706(A) VC - WINDSHIELD WIPER VIOL (I) 66978"
"4922","1","6","Custodial Arrest without warrant","54083","14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083"
"4923","1","6","Custodial Arrest without warrant","23087","484(A) PC - PETTY THEFT (M) 23087"
"4923","1","6","Custodial Arrest without warrant","48161","69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161"
"4924","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4925","1","3","Citation for infraction","35422","11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422"
"4925","2","7","Field interview card completed","",""
"4926","1","4","In-field cite and release","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4926","2","4","In-field cite and release","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"4927","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4928","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4928","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"4929","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4930","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4931","1","8","Noncriminal transport or caretaking transport","",""
"4932","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"4933","1","8","Noncriminal transport or caretaking transport","",""
"4934","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4935","1","8","Noncriminal transport or caretaking transport","",""
"4936","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4937","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4938","1","3","Citation for infraction","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"4939","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4940","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"4941","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"4942","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4943","1","7","Field interview card completed","",""
"4944","1","3","Citation for infraction","66914","4159 VC - FL NOTIFY DMV ADD CHANGE (I) 66914"
"4945","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4946","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4947","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4948","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4949","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"4950","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4951","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4952","1","2","Warning (verbal or written)","54590","21960(A) VC - PEDESTRIAN/ETC ON FREEWAY (I) 54590"
"4953","1","3","Citation for infraction","25098","4463(A)(1) VC - FORGE/ALTER VEH REG/ETC (M) 25098"
"4953","1","4","In-field cite and release","25098","4463(A)(1) VC - FORGE/ALTER VEH REG/ETC (M) 25098"
"4954","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4955","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4956","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"4957","1","2","Warning (verbal or written)","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102"
"4958","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"4959","1","7","Field interview card completed","",""
"4960","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"4961","1","2","Warning (verbal or written)","54075","21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075"
"4962","1","6","Custodial Arrest without warrant","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"4963","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"4964","1","3","Citation for infraction","54550","27602(A) VC - OPR VEH WITH TV VISIBLE (I) 54550"
"4965","1","2","Warning (verbal or written)","35438","11362.4(A) HS - SMOKE/ING MARIJ PUBLIC PL (I) 35438"
"4966","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"4967","1","6","Custodial Arrest without warrant","13187","243(E) PC - BATTERY:SPOUSE/ETC (M) 13187"
"4968","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"4969","1","6","Custodial Arrest without warrant","42104","23152(A) VC - DUI ALCOHOL (M) 42104"
"4970","1","2","Warning (verbal or written)","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"4971","1","6","Custodial Arrest without warrant","29111","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111"
"4972","1","6","Custodial Arrest without warrant","42104","23152(A) VC - DUI ALCOHOL (M) 42104"
